logf, logr, word
1.386294, 4.718499, "freely"
1.386294, 4.718499, "format"
1.386294, 4.718499, "fellow"
1.386294, 4.718499, "fees"
1.386294, 4.718499, "fear"
1.386294, 4.718499, "fast"
1.386294, 4.718499, "fallen"
1.386294, 4.718499, "explanation"
1.386294, 4.718499, "escape"
1.386294, 4.718499, "email"
1.386294, 4.718499, "easily"
1.386294, 4.718499, "earth"
1.386294, 4.718499, "duck"
1.386294, 4.718499, "doubt"
1.386294, 4.718499, "dogs"
1.386294, 4.718499, "distributed"
1.386294, 4.718499, "displaying"
1.386294, 4.718499, "dish"
1.386294, 4.718499, "digging"
1.386294, 4.718499, "difficulty"
1.386294, 4.718499, "deeply"
1.386294, 4.718499, "decidedly"
1.386294, 4.718499, "dead"
1.386294, 4.718499, "damages"
1.386294, 4.718499, "crumbs"
1.386294, 4.718499, "crowd"
1.386294, 4.718499, "creature"
1.386294, 4.718499, "creating"
1.386294, 4.718499, "copying"
1.386294, 4.718499, "contact"
1.386294, 4.718499, "consider"
1.386294, 4.718499, "confused"
1.386294, 4.718499, "collection"
1.386294, 4.718499, "chance"
1.386294, 4.718499, "carried"
1.386294, 4.718499, "care"
1.386294, 4.718499, "capital"
1.386294, 4.718499, "busily"
1.386294, 4.718499, "breath"
1.386294, 4.718499, "box"
1.386294, 4.718499, "bowed"
1.386294, 4.718499, "bottom"
1.386294, 4.718499, "boots"
1.386294, 4.718499, "besides"
1.386294, 4.718499, "begins"
1.386294, 4.718499, "beauootiful"
1.386294, 4.718499, "beat"
1.386294, 4.718499, "bats"
1.386294, 4.718499, "argument"
1.386294, 4.718499, "arches"
1.386294, 4.718499, "anyone"
1.386294, 4.718499, "answered"
1.386294, 4.718499, "ann"
1.386294, 4.718499, "also"
1.386294, 4.718499, "allow"
1.386294, 4.718499, "alas"
1.386294, 4.718499, "age"
1.386294, 4.718499, "additional"
1.386294, 4.718499, "1f3"
1.386294, 4.718499, "1e8"
1.098612, 4.727388, "yours"
1.098612, 4.727388, "yesterday"
1.098612, 4.727388, "wrote"
1.098612, 4.727388, "worse"
1.098612, 4.727388, "wide"
1.098612, 4.727388, "whisper"
1.098612, 4.727388, "whiskers"
1.098612, 4.727388, "whatever"
1.098612, 4.727388, "week"
1.098612, 4.727388, "watching"
1.098612, 4.727388, "warranties"
1.098612, 4.727388, "visit"
1.098612, 4.727388, "verdict"
1.098612, 4.727388, "venture"
1.098612, 4.727388, "user"
1.098612, 4.727388, "upset"
1.098612, 4.727388, "unimportant"
1.098612, 4.727388, "unfortunate"
1.098612, 4.727388, "turns"
1.098612, 4.727388, "tucked"
1.098612, 4.727388, "trumpet"
1.098612, 4.727388, "tossing"
1.098612, 4.727388, "tortoise"
1.098612, 4.727388, "toes"
1.098612, 4.727388, "timid"
1.098612, 4.727388, "throw"
1.098612, 4.727388, "themselves"
1.098612, 4.727388, "telescope"
1.098612, 4.727388, "teacup"
1.098612, 4.727388, "tasted"
1.098612, 4.727388, "takes"
1.098612, 4.727388, "tails"
1.098612, 4.727388, "sulky"
1.098612, 4.727388, "suit"
1.098612, 4.727388, "succeeded"
1.098612, 4.727388, "stopped"
1.098612, 4.727388, "staring"
1.098612, 4.727388, "stairs"
1.098612, 4.727388, "speech"
1.098612, 4.727388, "spectacles"
1.098612, 4.727388, "sorts"
1.098612, 4.727388, "somewhere"
1.098612, 4.727388, "solemn"
1.098612, 4.727388, "sobbing"
1.098612, 4.727388, "snail"
1.098612, 4.727388, "smaller"
1.098612, 4.727388, "slipped"
1.098612, 4.727388, "sighing"
1.098612, 4.727388, "show"
1.098612, 4.727388, "shore"
1.098612, 4.727388, "shell"
1.098612, 4.727388, "shaking"
1.098612, 4.727388, "settled"
1.098612, 4.727388, "serpents"
1.098612, 4.727388, "sent"
1.098612, 4.727388, "sense"
1.098612, 4.727388, "sending"
1.098612, 4.727388, "salt"
1.098612, 4.727388, "sad"
1.098612, 4.727388, "royalty"
1.098612, 4.727388, "roses"
1.098612, 4.727388, "return"
1.098612, 4.727388, "repeating"
1.098612, 4.727388, "remarks"
1.098612, 4.727388, "remarking"
1.098612, 4.727388, "remained"
1.098612, 4.727388, "receive"
1.098612, 4.727388, "real"
1.098612, 4.727388, "rabbithole"
1.098612, 4.727388, "questions"
1.098612, 4.727388, "putting"
1.098612, 4.727388, "purpose"
1.098612, 4.727388, "proper"
1.098612, 4.727388, "printed"
1.098612, 4.727388, "pressed"
1.098612, 4.727388, "pray"
1.098612, 4.727388, "possibly"
1.098612, 4.727388, "poison"
1.098612, 4.727388, "pleaded"
1.098612, 4.727388, "plate"
1.098612, 4.727388, "pity"
1.098612, 4.727388, "pieces"
1.098612, 4.727388, "picked"
1.098612, 4.727388, "permitted"
1.098612, 4.727388, "performing"
1.098612, 4.727388, "peeped"
1.098612, 4.727388, "payments"
1.098612, 4.727388, "paw"
1.098612, 4.727388, "pattering"
1.098612, 4.727388, "passion"
1.098612, 4.727388, "paragraphs"
1.098612, 4.727388, "panther"
1.098612, 4.727388, "owl"
1.098612, 4.727388, "outoftheway"
1.098612, 4.727388, "order"
1.098612, 4.727388, "opening"
1.098612, 4.727388, "online"
1.098612, 4.727388, "official"
1.098612, 4.727388, "oclock"
1.098612, 4.727388, "obtain"
1.098612, 4.727388, "obliged"
1.098612, 4.727388, "nursing"
1.098612, 4.727388, "notion"
1.098612, 4.727388, "nor"
1.098612, 4.727388, "noise"
1.098612, 4.727388, "night"
1.098612, 4.727388, "nibbling"
1.098612, 4.727388, "neednt"
1.098612, 4.727388, "muttering"
1.098612, 4.727388, "music"
1.098612, 4.727388, "moving"
1.098612, 4.727388, "move"
1.098612, 4.727388, "mouths"
1.098612, 4.727388, "money"
1.098612, 4.727388, "mistake"
1.098612, 4.727388, "miles"
1.098612, 4.727388, "mice"
1.098612, 4.727388, "mentioned"
1.098612, 4.727388, "meet"
1.098612, 4.727388, "master"
1.098612, 4.727388, "mark"
1.098612, 4.727388, "love"
1.098612, 4.727388, "loudly"
1.098612, 4.727388, "lost"
1.098612, 4.727388, "longer"
1.098612, 4.727388, "livery"
1.098612, 4.727388, "lived"
1.098612, 4.727388, "listening"
1.098612, 4.727388, "list"
1.098612, 4.727388, "links"
1.098612, 4.727388, "limitation"
1.098612, 4.727388, "liability"
1.098612, 4.727388, "legs"
1.098612, 4.727388, "later"
1.098612, 4.727388, "lady"
1.098612, 4.727388, "knowledge"
1.098612, 4.727388, "knocking"
1.098612, 4.727388, "kings"
1.098612, 4.727388, "kick"
1.098612, 4.727388, "joined"
1.098612, 4.727388, "instead"
1.098612, 4.727388, "instance"
1.098612, 4.727388, "impossible"
1.098612, 4.727388, "immediately"
1.098612, 4.727388, "immediate"
1.098612, 4.727388, "hush"
1.098612, 4.727388, "hurt"
1.098612, 4.727388, "hunting"
1.098612, 4.727388, "hungry"
1.098612, 4.727388, "howling"
1.098612, 4.727388, "hoping"
1.098612, 4.727388, "holding"
1.098612, 4.727388, "hoarse"
1.098612, 4.727388, "hes"
1.098612, 4.727388, "hers"
1.098612, 4.727388, "hedgehogs"
1.098612, 4.727388, "hanging"
1.098612, 4.727388, "handed"
1.098612, 4.727388, "guests"
1.098612, 4.727388, "guessed"
1.098612, 4.727388, "guess"
1.098612, 4.727388, "growl"
1.098612, 4.727388, "grinned"
1.098612, 4.727388, "gravely"
1.098612, 4.727388, "grave"
1.098612, 4.727388, "grand"
1.098612, 4.727388, "girls"
1.098612, 4.727388, "gently"
1.098612, 4.727388, "future"
1.098612, 4.727388, "fury"
1.098612, 4.727388, "fur"
1.098612, 4.727388, "funny"
1.098612, 4.727388, "fun"
1.098612, 4.727388, "friend"
1.098612, 4.727388, "foundations"
1.098612, 4.727388, "forgetting"
1.098612, 4.727388, "fond"
1.098612, 4.727388, "follows"
1.098612, 4.727388, "following"
1.098612, 4.727388, "follow"
1.098612, 4.727388, "folded"
1.098612, 4.727388, "fly"
1.098612, 4.727388, "floor"
1.098612, 4.727388, "fit"
1.098612, 4.727388, "fish"
1.098612, 4.727388, "fire"
1.098612, 4.727388, "finding"
1.098612, 4.727388, "filled"
1.098612, 4.727388, "figure"
1.098612, 4.727388, "faster"
1.098612, 4.727388, "expecting"
1.098612, 4.727388, "equipment"
1.098612, 4.727388, "entity"
1.098612, 4.727388, "em"
1.098612, 4.727388, "elbow"
1.098612, 4.727388, "efforts"
1.098612, 4.727388, "effect"
1.098612, 4.727388, "eeevening"
1.098612, 4.727388, "edge"
1.098612, 4.727388, "easy"
1.098612, 4.727388, "eaglet"
1.098612, 4.727388, "eager"
1.098612, 4.727388, "dull"
1.098612, 4.727388, "duchesss"
1.098612, 4.727388, "doth"
1.098612, 4.727388, "donate"
1.098612, 4.727388, "disclaimer"
1.098612, 4.727388, "directly"
1.098612, 4.727388, "directions"
1.098612, 4.727388, "derivative"
1.098612, 4.727388, "delight"
1.098612, 4.727388, "defective"
1.098612, 4.727388, "defect"
1.098612, 4.727388, "decided"
1.098612, 4.727388, "dears"
1.098612, 4.727388, "dark"
1.098612, 4.727388, "cry"
1.098612, 4.727388, "crown"
1.098612, 4.727388, "crossed"
1.098612, 4.727388, "croquetground"
1.098612, 4.727388, "crab"
1.098612, 4.727388, "courage"
1.098612, 4.727388, "country"
1.098612, 4.727388, "cost"
1.098612, 4.727388, "corner"
1.098612, 4.727388, "constant"
1.098612, 4.727388, "considering"
1.098612, 4.727388, "considered"
1.098612, 4.727388, "confusing"
1.098612, 4.727388, "complying"
1.098612, 4.727388, "civil"
1.098612, 4.727388, "choked"
1.098612, 4.727388, "cheered"
1.098612, 4.727388, "checked"
1.098612, 4.727388, "cautiously"
1.098612, 4.727388, "caught"
1.098612, 4.727388, "caucusrace"
1.098612, 4.727388, "catch"
1.098612, 4.727388, "carefully"
1.098612, 4.727388, "cards"
1.098612, 4.727388, "candle"
1.098612, 4.727388, "cakes"
1.098612, 4.727388, "cake"
1.098612, 4.727388, "butter"
1.098612, 4.727388, "brought"
1.098612, 4.727388, "bringing"
1.098612, 4.727388, "bring"
1.098612, 4.727388, "breathe"
1.098612, 4.727388, "bound"
1.098612, 4.727388, "bills"
1.098612, 4.727388, "beheaded"
1.098612, 4.727388, "bat"
1.098612, 4.727388, "attending"
1.098612, 4.727388, "around"
1.098612, 4.727388, "applicable"
1.098612, 4.727388, "appear"
1.098612, 4.727388, "anxious"
1.098612, 4.727388, "already"
1.098612, 4.727388, "alive"
1.098612, 4.727388, "advantage"
1.098612, 4.727388, "advance"
1.098612, 4.727388, "above"
1.098612, 4.727388, "4"
1.098612, 4.727388, "3"
1.098612, 4.727388, "1e9"
1.098612, 4.727388, "1e7"
0.693147, 4.736198, "years"
0.693147, 4.736198, "year"
0.693147, 4.736198, "yawning"
0.693147, 4.736198, "yawned"
0.693147, 4.736198, "wwwgutenbergorg"
0.693147, 4.736198, "wretched"
0.693147, 4.736198, "wonderful"
0.693147, 4.736198, "won"
0.693147, 4.736198, "wise"
0.693147, 4.736198, "wink"
0.693147, 4.736198, "wine"
0.693147, 4.736198, "wind"
0.693147, 4.736198, "wildly"
0.693147, 4.736198, "wild"
0.693147, 4.736198, "wig"
0.693147, 4.736198, "widest"
0.693147, 4.736198, "whose"
0.693147, 4.736198, "whom"
0.693147, 4.736198, "wherever"
0.693147, 4.736198, "wheres"
0.693147, 4.736198, "whenever"
0.693147, 4.736198, "weve"
0.693147, 4.736198, "wet"
0.693147, 4.736198, "weak"
0.693147, 4.736198, "ways"
0.693147, 4.736198, "watched"
0.693147, 4.736198, "wasting"
0.693147, 4.736198, "washing"
0.693147, 4.736198, "wash"
0.693147, 4.736198, "warranty"
0.693147, 4.736198, "wants"
0.693147, 4.736198, "wandering"
0.693147, 4.736198, "wandered"
0.693147, 4.736198, "wake"
0.693147, 4.736198, "waistcoatpocket"
0.693147, 4.736198, "voices"
0.693147, 4.736198, "violent"
0.693147, 4.736198, "various"
0.693147, 4.736198, "vanilla"
0.693147, 4.736198, "usually"
0.693147, 4.736198, "useful"
0.693147, 4.736198, "unrolled"
0.693147, 4.736198, "unpleasant"
0.693147, 4.736198, "unhappy"
0.693147, 4.736198, "unfolded"
0.693147, 4.736198, "uneasily"
0.693147, 4.736198, "undertone"
0.693147, 4.736198, "ugly"
0.693147, 4.736198, "uglification"
0.693147, 4.736198, "ugh"
0.693147, 4.736198, "twist"
0.693147, 4.736198, "twentyfour"
0.693147, 4.736198, "tut"
0.693147, 4.736198, "tumbling"
0.693147, 4.736198, "trotting"
0.693147, 4.736198, "triumphantly"
0.693147, 4.736198, "trembled"
0.693147, 4.736198, "treading"
0.693147, 4.736198, "tones"
0.693147, 4.736198, "tiptoe"
0.693147, 4.736198, "thump"
0.693147, 4.736198, "throwing"
0.693147, 4.736198, "throat"
0.693147, 4.736198, "threw"
0.693147, 4.736198, "threelegged"
0.693147, 4.736198, "thousand"
0.693147, 4.736198, "thoughts"
0.693147, 4.736198, "thoroughly"
0.693147, 4.736198, "thistle"
0.693147, 4.736198, "themand"
0.693147, 4.736198, "tells"
0.693147, 4.736198, "telling"
0.693147, 4.736198, "teatime"
0.693147, 4.736198, "teaparty"
0.693147, 4.736198, "teacups"
0.693147, 4.736198, "taste"
0.693147, 4.736198, "taller"
0.693147, 4.736198, "swimming"
0.693147, 4.736198, "sun"
0.693147, 4.736198, "summer"
0.693147, 4.736198, "sulkily"
0.693147, 4.736198, "struck"
0.693147, 4.736198, "stretching"
0.693147, 4.736198, "stretched"
0.693147, 4.736198, "straight"
0.693147, 4.736198, "stoop"
0.693147, 4.736198, "stole"
0.693147, 4.736198, "stirring"
0.693147, 4.736198, "startled"
0.693147, 4.736198, "started"
0.693147, 4.736198, "start"
0.693147, 4.736198, "stamping"
0.693147, 4.736198, "squeaking"
0.693147, 4.736198, "spoon"
0.693147, 4.736198, "splashing"
0.693147, 4.736198, "specified"
0.693147, 4.736198, "sorrowful"
0.693147, 4.736198, "sorrow"
0.693147, 4.736198, "sooner"
0.693147, 4.736198, "solicit"
0.693147, 4.736198, "sneezes"
0.693147, 4.736198, "sneeze"
0.693147, 4.736198, "snatch"
0.693147, 4.736198, "smoking"
0.693147, 4.736198, "smiling"
0.693147, 4.736198, "smiled"
0.693147, 4.736198, "smile"
0.693147, 4.736198, "smallest"
0.693147, 4.736198, "slate"
0.693147, 4.736198, "six"
0.693147, 4.736198, "sisters"
0.693147, 4.736198, "singing"
0.693147, 4.736198, "singers"
0.693147, 4.736198, "simply"
0.693147, 4.736198, "signed"
0.693147, 4.736198, "shutting"
0.693147, 4.736198, "showing"
0.693147, 4.736198, "shower"
0.693147, 4.736198, "shouting"
0.693147, 4.736198, "shorter"
0.693147, 4.736198, "shed"
0.693147, 4.736198, "sharing"
0.693147, 4.736198, "shared"
0.693147, 4.736198, "share"
0.693147, 4.736198, "shaped"
0.693147, 4.736198, "sh"
0.693147, 4.736198, "sensation"
0.693147, 4.736198, "send"
0.693147, 4.736198, "sell"
0.693147, 4.736198, "secondly"
0.693147, 4.736198, "search"
0.693147, 4.736198, "scroll"
0.693147, 4.736198, "scream"
0.693147, 4.736198, "sang"
0.693147, 4.736198, "safe"
0.693147, 4.736198, "s"
0.693147, 4.736198, "rush"
0.693147, 4.736198, "rude"
0.693147, 4.736198, "rubbing"
0.693147, 4.736198, "royalties"
0.693147, 4.736198, "royal"
0.693147, 4.736198, "row"
0.693147, 4.736198, "ringlets"
0.693147, 4.736198, "ring"
0.693147, 4.736198, "righthand"
0.693147, 4.736198, "returned"
0.693147, 4.736198, "resting"
0.693147, 4.736198, "research"
0.693147, 4.736198, "remedies"
0.693147, 4.736198, "remarkable"
0.693147, 4.736198, "remaining"
0.693147, 4.736198, "remain"
0.693147, 4.736198, "relief"
0.693147, 4.736198, "regular"
0.693147, 4.736198, "registered"
0.693147, 4.736198, "references"
0.693147, 4.736198, "redistribution"
0.693147, 4.736198, "redistributing"
0.693147, 4.736198, "red"
0.693147, 4.736198, "recovered"
0.693147, 4.736198, "receipt"
0.693147, 4.736198, "reasonable"
0.693147, 4.736198, "readable"
0.693147, 4.736198, "reaching"
0.693147, 4.736198, "raving"
0.693147, 4.736198, "rattling"
0.693147, 4.736198, "rapidly"
0.693147, 4.736198, "raised"
0.693147, 4.736198, "railway"
0.693147, 4.736198, "race"
0.693147, 4.736198, "quiet"
0.693147, 4.736198, "quickly"
0.693147, 4.736198, "quick"
0.693147, 4.736198, "quarrelling"
0.693147, 4.736198, "purring"
0.693147, 4.736198, "proves"
0.693147, 4.736198, "proved"
0.693147, 4.736198, "proud"
0.693147, 4.736198, "protect"
0.693147, 4.736198, "property"
0.693147, 4.736198, "promoting"
0.693147, 4.736198, "prominently"
0.693147, 4.736198, "produced"
0.693147, 4.736198, "proceed"
0.693147, 4.736198, "prevent"
0.693147, 4.736198, "presents"
0.693147, 4.736198, "presently"
0.693147, 4.736198, "present"
0.693147, 4.736198, "prepare"
0.693147, 4.736198, "position"
0.693147, 4.736198, "plenty"
0.693147, 4.736198, "pleasure"
0.693147, 4.736198, "playing"
0.693147, 4.736198, "plates"
0.693147, 4.736198, "plain"
0.693147, 4.736198, "pinched"
0.693147, 4.736198, "pinch"
0.693147, 4.736198, "pigs"
0.693147, 4.736198, "pie"
0.693147, 4.736198, "picking"
0.693147, 4.736198, "physical"
0.693147, 4.736198, "personal"
0.693147, 4.736198, "persisted"
0.693147, 4.736198, "pennyworth"
0.693147, 4.736198, "pebbles"
0.693147, 4.736198, "paying"
0.693147, 4.736198, "pause"
0.693147, 4.736198, "patiently"
0.693147, 4.736198, "pat"
0.693147, 4.736198, "paris"
0.693147, 4.736198, "parchment"
0.693147, 4.736198, "panting"
0.693147, 4.736198, "painting"
0.693147, 4.736198, "page"
0.693147, 4.736198, "owns"
0.693147, 4.736198, "ornamented"
0.693147, 4.736198, "ordering"
0.693147, 4.736198, "ones"
0.693147, 4.736198, "older"
0.693147, 4.736198, "office"
0.693147, 4.736198, "offer"
0.693147, 4.736198, "occurred"
0.693147, 4.736198, "obtaining"
0.693147, 4.736198, "o"
0.693147, 4.736198, "nurse"
0.693147, 4.736198, "nowhere"
0.693147, 4.736198, "notebook"
0.693147, 4.736198, "northumbria"
0.693147, 4.736198, "nicely"
0.693147, 4.736198, "nibbled"
0.693147, 4.736198, "neither"
0.693147, 4.736198, "neatly"
0.693147, 4.736198, "narrow"
0.693147, 4.736198, "names"
0.693147, 4.736198, "mystery"
0.693147, 4.736198, "muttered"
0.693147, 4.736198, "mustard"
0.693147, 4.736198, "mostly"
0.693147, 4.736198, "morcar"
0.693147, 4.736198, "month"
0.693147, 4.736198, "moments"
0.693147, 4.736198, "mixed"
0.693147, 4.736198, "missed"
0.693147, 4.736198, "miserable"
0.693147, 4.736198, "mile"
0.693147, 4.736198, "michael"
0.693147, 4.736198, "messages"
0.693147, 4.736198, "merely"
0.693147, 4.736198, "mercia"
0.693147, 4.736198, "meekly"
0.693147, 4.736198, "matters"
0.693147, 4.736198, "manner"
0.693147, 4.736198, "ma"
0.693147, 4.736198, "luckily"
0.693147, 4.736198, "lovely"
0.693147, 4.736198, "loose"
0.693147, 4.736198, "longitude"
0.693147, 4.736198, "longed"
0.693147, 4.736198, "lonely"
0.693147, 4.736198, "locks"
0.693147, 4.736198, "locations"
0.693147, 4.736198, "living"
0.693147, 4.736198, "linked"
0.693147, 4.736198, "line"
0.693147, 4.736198, "lieu"
0.693147, 4.736198, "lie"
0.693147, 4.736198, "lewis"
0.693147, 4.736198, "legal"
0.693147, 4.736198, "lefthand"
0.693147, 4.736198, "learnt"
0.693147, 4.736198, "learning"
0.693147, 4.736198, "leaning"
0.693147, 4.736198, "laughing"
0.693147, 4.736198, "laughed"
0.693147, 4.736198, "latitude"
0.693147, 4.736198, "lasted"
0.693147, 4.736198, "lap"
0.693147, 4.736198, "laid"
0.693147, 4.736198, "label"
0.693147, 4.736198, "knows"
0.693147, 4.736198, "knowing"
0.693147, 4.736198, "knot"
0.693147, 4.736198, "knife"
0.693147, 4.736198, "kindly"
0.693147, 4.736198, "jaws"
0.693147, 4.736198, "jar"
0.693147, 4.736198, "isoh"
0.693147, 4.736198, "invited"
0.693147, 4.736198, "invitation"
0.693147, 4.736198, "introduce"
0.693147, 4.736198, "interrupting"
0.693147, 4.736198, "intellectual"
0.693147, 4.736198, "inside"
0.693147, 4.736198, "included"
0.693147, 4.736198, "implied"
0.693147, 4.736198, "imagine"
0.693147, 4.736198, "ii"
0.693147, 4.736198, "hurriedly"
0.693147, 4.736198, "humbly"
0.693147, 4.736198, "httppglaforg"
0.693147, 4.736198, "hour"
0.693147, 4.736198, "hit"
0.693147, 4.736198, "hint"
0.693147, 4.736198, "hedge"
0.693147, 4.736198, "heavy"
0.693147, 4.736198, "heart"
0.693147, 4.736198, "hatters"
0.693147, 4.736198, "hasnt"
0.693147, 4.736198, "hart"
0.693147, 4.736198, "halfpast"
0.693147, 4.736198, "guineapig"
0.693147, 4.736198, "goose"
0.693147, 4.736198, "goldfish"
0.693147, 4.736198, "giving"
0.693147, 4.736198, "given"
0.693147, 4.736198, "giddy"
0.693147, 4.736198, "generations"
0.693147, 4.736198, "games"
0.693147, 4.736198, "front"
0.693147, 4.736198, "frog"
0.693147, 4.736198, "fright"
0.693147, 4.736198, "friends"
0.693147, 4.736198, "fountains"
0.693147, 4.736198, "formats"
0.693147, 4.736198, "forgot"
0.693147, 4.736198, "forget"
0.693147, 4.736198, "forehead"
0.693147, 4.736198, "footsteps"
0.693147, 4.736198, "flowers"
0.693147, 4.736198, "flat"
0.693147, 4.736198, "flamingoes"
0.693147, 4.736198, "fix"
0.693147, 4.736198, "fishfootman"
0.693147, 4.736198, "fine"
0.693147, 4.736198, "files"
0.693147, 4.736198, "file"
0.693147, 4.736198, "fight"
0.693147, 4.736198, "ferrets"
0.693147, 4.736198, "feelings"
0.693147, 4.736198, "feeble"
0.693147, 4.736198, "federal"
0.693147, 4.736198, "fashion"
0.693147, 4.736198, "fancied"
0.693147, 4.736198, "falling"
0.693147, 4.736198, "extremely"
0.693147, 4.736198, "extraordinary"
0.693147, 4.736198, "experiment"
0.693147, 4.736198, "expenses"
0.693147, 4.736198, "exempt"
0.693147, 4.736198, "executions"
0.693147, 4.736198, "execution"
0.693147, 4.736198, "excellent"
0.693147, 4.736198, "everythings"
0.693147, 4.736198, "evening"
0.693147, 4.736198, "entirely"
0.693147, 4.736198, "entangled"
0.693147, 4.736198, "encouraging"
0.693147, 4.736198, "employees"
0.693147, 4.736198, "electronically"
0.693147, 4.736198, "effort"
0.693147, 4.736198, "edwin"
0.693147, 4.736198, "edition"
0.693147, 4.736198, "earnestly"
0.693147, 4.736198, "earls"
0.693147, 4.736198, "drunk"
0.693147, 4.736198, "drive"
0.693147, 4.736198, "dreadful"
0.693147, 4.736198, "dr"
0.693147, 4.736198, "doubtfully"
0.693147, 4.736198, "doubtful"
0.693147, 4.736198, "doors"
0.693147, 4.736198, "dog"
0.693147, 4.736198, "distant"
0.693147, 4.736198, "dispute"
0.693147, 4.736198, "dishes"
0.693147, 4.736198, "disappeared"
0.693147, 4.736198, "directed"
0.693147, 4.736198, "dipped"
0.693147, 4.736198, "dinner"
0.693147, 4.736198, "dinn"
0.693147, 4.736198, "dinahll"
0.693147, 4.736198, "difficult"
0.693147, 4.736198, "destroy"
0.693147, 4.736198, "depends"
0.693147, 4.736198, "deny"
0.693147, 4.736198, "denied"
0.693147, 4.736198, "delightful"
0.693147, 4.736198, "delighted"
0.693147, 4.736198, "declare"
0.693147, 4.736198, "date"
0.693147, 4.736198, "dancing"
0.693147, 4.736198, "damage"
0.693147, 4.736198, "custody"
0.693147, 4.736198, "cushion"
0.693147, 4.736198, "curled"
0.693147, 4.736198, "curiouser"
0.693147, 4.736198, "cupboards"
0.693147, 4.736198, "cup"
0.693147, 4.736198, "crying"
0.693147, 4.736198, "crossexamine"
0.693147, 4.736198, "crimson"
0.693147, 4.736198, "created"
0.693147, 4.736198, "crash"
0.693147, 4.736198, "courtiers"
0.693147, 4.736198, "costs"
0.693147, 4.736198, "copied"
0.693147, 4.736198, "cool"
0.693147, 4.736198, "contributions"
0.693147, 4.736198, "contemptuously"
0.693147, 4.736198, "contain"
0.693147, 4.736198, "considerable"
0.693147, 4.736198, "conqueror"
0.693147, 4.736198, "conclusion"
0.693147, 4.736198, "concluded"
0.693147, 4.736198, "concert"
0.693147, 4.736198, "concerning"
0.693147, 4.736198, "concept"
0.693147, 4.736198, "computers"
0.693147, 4.736198, "computer"
0.693147, 4.736198, "comfits"
0.693147, 4.736198, "comes"
0.693147, 4.736198, "collected"
0.693147, 4.736198, "coaxing"
0.693147, 4.736198, "closed"
0.693147, 4.736198, "clock"
0.693147, 4.736198, "clever"
0.693147, 4.736198, "clearly"
0.693147, 4.736198, "clear"
0.693147, 4.736198, "claws"
0.693147, 4.736198, "chose"
0.693147, 4.736198, "choice"
0.693147, 4.736198, "chief"
0.693147, 4.736198, "check"
0.693147, 4.736198, "charges"
0.693147, 4.736198, "changing"
0.693147, 4.736198, "changes"
0.693147, 4.736198, "caused"
0.693147, 4.736198, "cauldron"
0.693147, 4.736198, "catching"
0.693147, 4.736198, "carrying"
0.693147, 4.736198, "carry"
0.693147, 4.736198, "carroll"
0.693147, 4.736198, "cares"
0.693147, 4.736198, "busy"
0.693147, 4.736198, "burn"
0.693147, 4.736198, "brown"
0.693147, 4.736198, "broke"
0.693147, 4.736198, "brightened"
0.693147, 4.736198, "break"
0.693147, 4.736198, "breach"
0.693147, 4.736198, "branches"
0.693147, 4.736198, "boy"
0.693147, 4.736198, "body"
0.693147, 4.736198, "blow"
0.693147, 4.736198, "blew"
0.693147, 4.736198, "blasts"
0.693147, 4.736198, "bite"
0.693147, 4.736198, "bird"
0.693147, 4.736198, "bend"
0.693147, 4.736198, "belongs"
0.693147, 4.736198, "became"
0.693147, 4.736198, "beautifully"
0.693147, 4.736198, "beating"
0.693147, 4.736198, "beasts"
0.693147, 4.736198, "based"
0.693147, 4.736198, "barrowful"
0.693147, 4.736198, "bark"
0.693147, 4.736198, "bank"
0.693147, 4.736198, "bad"
0.693147, 4.736198, "b"
0.693147, 4.736198, "available"
0.693147, 4.736198, "authority"
0.693147, 4.736198, "atom"
0.693147, 4.736198, "assembled"
0.693147, 4.736198, "ashamed"
0.693147, 4.736198, "ascii"
0.693147, 4.736198, "archbishop"
0.693147, 4.736198, "apples"
0.693147, 4.736198, "appearing"
0.693147, 4.736198, "anywhere"
0.693147, 4.736198, "anger"
0.693147, 4.736198, "andoh"
0.693147, 4.736198, "alarm"
0.693147, 4.736198, "ago"
0.693147, 4.736198, "afterwards"
0.693147, 4.736198, "advisable"
0.693147, 4.736198, "advice"
0.693147, 4.736198, "addressed"
0.693147, 4.736198, "active"
0.693147, 4.736198, "accordance"
0.693147, 4.736198, "accident"
0.693147, 4.736198, "accepted"
0.693147, 4.736198, "absurd"
0.693147, 4.736198, "abide"
0.693147, 4.736198, "90"
0.693147, 4.736198, "501c3"
0.693147, 4.736198, "30"
0.693147, 4.736198, "1e"
0.693147, 4.736198, "1c"
0.693147, 4.736198, "1"
0.000000, 4.744932, "zigzag"
0.000000, 4.744932, "zealand"
0.000000, 4.744932, "youcome"
0.000000, 4.744932, "youare"
0.000000, 4.744932, "youall"
0.000000, 4.744932, "yetoh"
0.000000, 4.744932, "yetits"
0.000000, 4.744932, "yetand"
0.000000, 4.744932, "yelp"
0.000000, 4.744932, "yelled"
0.000000, 4.744932, "ye"
0.000000, 4.744932, "yards"
0.000000, 4.744932, "xii"
0.000000, 4.744932, "xi"
0.000000, 4.744932, "x"
0.000000, 4.744932, "writingdesks"
0.000000, 4.744932, "writingdesk"
0.000000, 4.744932, "writhing"
0.000000, 4.744932, "wriggling"
0.000000, 4.744932, "wrapping"
0.000000, 4.744932, "worry"
