logf, logr, word
0.000000, 4.744932, "worried"
0.000000, 4.744932, "worm"
0.000000, 4.744932, "wore"
0.000000, 4.744932, "woodshe"
0.000000, 4.744932, "wooden"
0.000000, 4.744932, "wondered"
0.000000, 4.744932, "womanbut"
0.000000, 4.744932, "woman"
0.000000, 4.744932, "woke"
0.000000, 4.744932, "wits"
0.000000, 4.744932, "withoutmaybe"
0.000000, 4.744932, "withina"
0.000000, 4.744932, "winter"
0.000000, 4.744932, "wings"
0.000000, 4.744932, "win"
0.000000, 4.744932, "williams"
0.000000, 4.744932, "wife"
0.000000, 4.744932, "wider"
0.000000, 4.744932, "whos"
0.000000, 4.744932, "whoever"
0.000000, 4.744932, "whistling"
0.000000, 4.744932, "whistle"
0.000000, 4.744932, "whispers"
0.000000, 4.744932, "whiles"
0.000000, 4.744932, "whereupon"
0.000000, 4.744932, "whatsoever"
0.000000, 4.744932, "west"
0.000000, 4.744932, "werent"
0.000000, 4.744932, "wept"
0.000000, 4.744932, "welcome"
0.000000, 4.744932, "weeks"
0.000000, 4.744932, "wearily"
0.000000, 4.744932, "waynever"
0.000000, 4.744932, "waterwell"
0.000000, 4.744932, "waters"
0.000000, 4.744932, "waste"
0.000000, 4.744932, "washingextra"
0.000000, 4.744932, "warning"
0.000000, 4.744932, "wander"
0.000000, 4.744932, "walrus"
0.000000, 4.744932, "walks"
0.000000, 4.744932, "wait"
0.000000, 4.744932, "waist"
0.000000, 4.744932, "wags"
0.000000, 4.744932, "wag"
0.000000, 4.744932, "w"
0.000000, 4.744932, "vulgar"
0.000000, 4.744932, "vote"
0.000000, 4.744932, "volunteer"
0.000000, 4.744932, "void"
0.000000, 4.744932, "voicethe"
0.000000, 4.744932, "voiceshold"
0.000000, 4.744932, "virus"
0.000000, 4.744932, "violence"
0.000000, 4.744932, "violates"
0.000000, 4.744932, "vinegar"
0.000000, 4.744932, "viii"
0.000000, 4.744932, "vii"
0.000000, 4.744932, "viewing"
0.000000, 4.744932, "viewed"
0.000000, 4.744932, "vi"
0.000000, 4.744932, "version"
0.000000, 4.744932, "velvet"
0.000000, 4.744932, "vegetable"
0.000000, 4.744932, "variety"
0.000000, 4.744932, "variations"
0.000000, 4.744932, "vanishing"
0.000000, 4.744932, "vague"
0.000000, 4.744932, "v"
0.000000, 4.744932, "ut"
0.000000, 4.744932, "usurpation"
0.000000, 4.744932, "usedand"
0.000000, 4.744932, "upstairs"
0.000000, 4.744932, "upsetting"
0.000000, 4.744932, "upright"
0.000000, 4.744932, "updated"
0.000000, 4.744932, "unwillingly"
0.000000, 4.744932, "unusually"
0.000000, 4.744932, "untwist"
0.000000, 4.744932, "unsolicited"
0.000000, 4.744932, "unlocking"
0.000000, 4.744932, "unlink"
0.000000, 4.744932, "unjust"
0.000000, 4.744932, "uniform"
0.000000, 4.744932, "unenforceability"
0.000000, 4.744932, "uneasy"
0.000000, 4.744932, "undoing"
0.000000, 4.744932, "undo"
0.000000, 4.744932, "understood"
0.000000, 4.744932, "underneath"
0.000000, 4.744932, "uncorked"
0.000000, 4.744932, "uncommonly"
0.000000, 4.744932, "uncommon"
0.000000, 4.744932, "uncomfortably"
0.000000, 4.744932, "uncivil"
0.000000, 4.744932, "unable"
0.000000, 4.744932, "uglifying"
0.000000, 4.744932, "uglify"
0.000000, 4.744932, "types"
0.000000, 4.744932, "twinkled"
0.000000, 4.744932, "twenty"
0.000000, 4.744932, "twentieth"
0.000000, 4.744932, "twelfth"
0.000000, 4.744932, "turtlewe"
0.000000, 4.744932, "turnup"
0.000000, 4.744932, "turkey"
0.000000, 4.744932, "tureen"
0.000000, 4.744932, "tunnel"
0.000000, 4.744932, "tumbled"
0.000000, 4.744932, "tuliproots"
0.000000, 4.744932, "truthful"
0.000000, 4.744932, "truth"
0.000000, 4.744932, "trusts"
0.000000, 4.744932, "trot"
0.000000, 4.744932, "trims"
0.000000, 4.744932, "tricks"
0.000000, 4.744932, "trickling"
0.000000, 4.744932, "tremulous"
0.000000, 4.744932, "tremble"
0.000000, 4.744932, "treatment"
0.000000, 4.744932, "treated"
0.000000, 4.744932, "treat"
0.000000, 4.744932, "treaclewelleh"
0.000000, 4.744932, "treaclewell"
0.000000, 4.744932, "transcription"
0.000000, 4.744932, "transcribe"
0.000000, 4.744932, "trampled"
0.000000, 4.744932, "trademarkcopyright"
0.000000, 4.744932, "toys"
0.000000, 4.744932, "towards"
0.000000, 4.744932, "tougher"
0.000000, 4.744932, "touch"
0.000000, 4.744932, "toto"
0.000000, 4.744932, "toss"
0.000000, 4.744932, "tops"
0.000000, 4.744932, "tonight"
0.000000, 4.744932, "tomorrow"
0.000000, 4.744932, "toffee"
0.000000, 4.744932, "toast"
0.000000, 4.744932, "tittered"
0.000000, 4.744932, "tipped"
0.000000, 4.744932, "tinkling"
0.000000, 4.744932, "tillie"
0.000000, 4.744932, "tight"
0.000000, 4.744932, "tied"
0.000000, 4.744932, "tie"
0.000000, 4.744932, "tidy"
0.000000, 4.744932, "tide"
0.000000, 4.744932, "thus"
0.000000, 4.744932, "thunderstorm"
0.000000, 4.744932, "thunder"
0.000000, 4.744932, "thrown"
0.000000, 4.744932, "throughout"
0.000000, 4.744932, "throne"
0.000000, 4.744932, "thirty"
0.000000, 4.744932, "thirteen"
0.000000, 4.744932, "thingsi"
0.000000, 4.744932, "thingseverything"
0.000000, 4.744932, "thinand"
0.000000, 4.744932, "thick"
0.000000, 4.744932, "theyyouve"
0.000000, 4.744932, "theyve"
0.000000, 4.744932, "therefore"
0.000000, 4.744932, "thenshe"
0.000000, 4.744932, "theni"
0.000000, 4.744932, "thenbills"
0.000000, 4.744932, "thenalways"
0.000000, 4.744932, "themi"
0.000000, 4.744932, "themall"
0.000000, 4.744932, "theirs"
0.000000, 4.744932, "thatonly"
0.000000, 4.744932, "thatll"
0.000000, 4.744932, "thatit"
0.000000, 4.744932, "thatched"
0.000000, 4.744932, "thanked"
0.000000, 4.744932, "terror"
0.000000, 4.744932, "terrier"
0.000000, 4.744932, "terribly"
0.000000, 4.744932, "telescopes"
0.000000, 4.744932, "teeth"
0.000000, 4.744932, "teatray"
0.000000, 4.744932, "teathings"
0.000000, 4.744932, "teases"
0.000000, 4.744932, "teapot"
0.000000, 4.744932, "teanot"
0.000000, 4.744932, "teaching"
0.000000, 4.744932, "taxes"
0.000000, 4.744932, "tastes"
0.000000, 4.744932, "t"
0.000000, 4.744932, "synonymous"
0.000000, 4.744932, "sweettempered"
0.000000, 4.744932, "swamp"
0.000000, 4.744932, "swallowing"
0.000000, 4.744932, "swallowed"
0.000000, 4.744932, "swallow"
0.000000, 4.744932, "survive"
0.000000, 4.744932, "suppress"
0.000000, 4.744932, "supple"
0.000000, 4.744932, "sugar"
0.000000, 4.744932, "suet"
0.000000, 4.744932, "subscribe"
0.000000, 4.744932, "submitted"
0.000000, 4.744932, "subjects"
0.000000, 4.744932, "subdued"
0.000000, 4.744932, "stupidly"
0.000000, 4.744932, "stupidest"
0.000000, 4.744932, "strings"
0.000000, 4.744932, "strict"
0.000000, 4.744932, "strength"
0.000000, 4.744932, "straightening"
0.000000, 4.744932, "straightened"
0.000000, 4.744932, "stored"
0.000000, 4.744932, "stopping"
0.000000, 4.744932, "stool"
0.000000, 4.744932, "stolen"
0.000000, 4.744932, "stockings"
0.000000, 4.744932, "stingy"
0.000000, 4.744932, "stigand"
0.000000, 4.744932, "stiff"
0.000000, 4.744932, "sticks"
0.000000, 4.744932, "sternly"
0.000000, 4.744932, "steamengine"
0.000000, 4.744932, "steady"
0.000000, 4.744932, "stays"
0.000000, 4.744932, "station"
0.000000, 4.744932, "statements"
0.000000, 4.744932, "starfish"
0.000000, 4.744932, "standing"
0.000000, 4.744932, "stalk"
0.000000, 4.744932, "staff"
0.000000, 4.744932, "squeezed"
0.000000, 4.744932, "squeeze"
0.000000, 4.744932, "squeaked"
0.000000, 4.744932, "spreading"
0.000000, 4.744932, "sprawling"
0.000000, 4.744932, "spot"
0.000000, 4.744932, "spoken"
0.000000, 4.744932, "spokefancy"
0.000000, 4.744932, "splendidly"
0.000000, 4.744932, "splashed"
0.000000, 4.744932, "splash"
0.000000, 4.744932, "spite"
0.000000, 4.744932, "spell"
0.000000, 4.744932, "speed"
0.000000, 4.744932, "specific"
0.000000, 4.744932, "special"
0.000000, 4.744932, "speaker"
0.000000, 4.744932, "speakand"
0.000000, 4.744932, "spades"
0.000000, 4.744932, "sourand"
0.000000, 4.744932, "sorry"
0.000000, 4.744932, "sorrows"
0.000000, 4.744932, "soothing"
0.000000, 4.744932, "son"
0.000000, 4.744932, "somersault"
0.000000, 4.744932, "someone"
0.000000, 4.744932, "somehow"
0.000000, 4.744932, "solid"
0.000000, 4.744932, "solicitation"
0.000000, 4.744932, "soles"
0.000000, 4.744932, "soldier"
0.000000, 4.744932, "softly"
0.000000, 4.744932, "soft"
0.000000, 4.744932, "sobbed"
0.000000, 4.744932, "sob"
0.000000, 4.744932, "soand"
0.000000, 4.744932, "snout"
0.000000, 4.744932, "snorting"
0.000000, 4.744932, "sneezed"
0.000000, 4.744932, "snappishly"
0.000000, 4.744932, "smoke"
0.000000, 4.744932, "sluggard"
0.000000, 4.744932, "slippery"
0.000000, 4.744932, "slightest"
0.000000, 4.744932, "slatesll"
0.000000, 4.744932, "slatepencil"
0.000000, 4.744932, "slateoh"
0.000000, 4.744932, "skyrocket"
0.000000, 4.744932, "skurried"
0.000000, 4.744932, "skirt"
0.000000, 4.744932, "skimming"
0.000000, 4.744932, "sizes"
0.000000, 4.744932, "sixteenth"
0.000000, 4.744932, "sixpence"
0.000000, 4.744932, "sits"
0.000000, 4.744932, "sistersthey"
0.000000, 4.744932, "sink"
0.000000, 4.744932, "simplynever"
0.000000, 4.744932, "simpleton"
0.000000, 4.744932, "signify"
0.000000, 4.744932, "signifies"
0.000000, 4.744932, "sign"
0.000000, 4.744932, "shyly"
0.000000, 4.744932, "shy"
0.000000, 4.744932, "shrink"
0.000000, 4.744932, "shrimp"
0.000000, 4.744932, "shrieks"
0.000000, 4.744932, "shrieked"
0.000000, 4.744932, "shock"
0.000000, 4.744932, "shiver"
0.000000, 4.744932, "shiny"
0.000000, 4.744932, "shining"
0.000000, 4.744932, "shinglewill"
0.000000, 4.744932, "shillings"
0.000000, 4.744932, "shilling"
0.000000, 4.744932, "shifting"
0.000000, 4.744932, "shepherd"
0.000000, 4.744932, "shelves"
0.000000, 4.744932, "sheepbells"
0.000000, 4.744932, "shedding"
0.000000, 4.744932, "sharks"
0.000000, 4.744932, "shark"
0.000000, 4.744932, "shape"
0.000000, 4.744932, "shakespeare"
0.000000, 4.744932, "shake"
0.000000, 4.744932, "shade"
0.000000, 4.744932, "severity"
0.000000, 4.744932, "settling"
0.000000, 4.744932, "settle"
0.000000, 4.744932, "setting"
0.000000, 4.744932, "service"
0.000000, 4.744932, "seriously"
0.000000, 4.744932, "series"
0.000000, 4.744932, "sentenced"
0.000000, 4.744932, "sends"
0.000000, 4.744932, "seldom"
0.000000, 4.744932, "seeneverything"
0.000000, 4.744932, "seeing"
0.000000, 4.744932, "seehow"
0.000000, 4.744932, "secure"
0.000000, 4.744932, "sections"
0.000000, 4.744932, "secret"
0.000000, 4.744932, "seated"
0.000000, 4.744932, "seaside"
0.000000, 4.744932, "seashore"
0.000000, 4.744932, "seaography"
0.000000, 4.744932, "seals"
0.000000, 4.744932, "screaming"
0.000000, 4.744932, "scratching"
0.000000, 4.744932, "scrambling"
0.000000, 4.744932, "scolded"
0.000000, 4.744932, "schoolroom"
0.000000, 4.744932, "scattered"
0.000000, 4.744932, "scaly"
0.000000, 4.744932, "scale"
0.000000, 4.744932, "saythats"
0.000000, 4.744932, "saves"
0.000000, 4.744932, "save"
0.000000, 4.744932, "saucer"
0.000000, 4.744932, "saucepans"
0.000000, 4.744932, "saucepan"
0.000000, 4.744932, "sands"
0.000000, 4.744932, "sand"
0.000000, 4.744932, "salmon"
0.000000, 4.744932, "sage"
0.000000, 4.744932, "rustling"
0.000000, 4.744932, "rustled"
0.000000, 4.744932, "rushed"
0.000000, 4.744932, "rumbling"
0.000000, 4.744932, "rudeness"
0.000000, 4.744932, "rubbed"
0.000000, 4.744932, "roughly"
0.000000, 4.744932, "rose"
0.000000, 4.744932, "ropewill"
0.000000, 4.744932, "roots"
0.000000, 4.744932, "romeno"
0.000000, 4.744932, "rome"
0.000000, 4.744932, "rock"
0.000000, 4.744932, "roast"
0.000000, 4.744932, "roared"
0.000000, 4.744932, "rising"
0.000000, 4.744932, "rises"
0.000000, 4.744932, "rise"
0.000000, 4.744932, "rippling"
0.000000, 4.744932, "riper"
0.000000, 4.744932, "rightly"
0.000000, 4.744932, "ridiculous"
0.000000, 4.744932, "ridges"
0.000000, 4.744932, "ridge"
0.000000, 4.744932, "riddlesi"
0.000000, 4.744932, "riddles"
0.000000, 4.744932, "riddle"
0.000000, 4.744932, "rich"
0.000000, 4.744932, "revenue"
0.000000, 4.744932, "reuse"
0.000000, 4.744932, "returns"
0.000000, 4.744932, "returning"
0.000000, 4.744932, "retire"
0.000000, 4.744932, "result"
0.000000, 4.744932, "restrictions"
0.000000, 4.744932, "respectful"
0.000000, 4.744932, "respectable"
0.000000, 4.744932, "respect"
0.000000, 4.744932, "resource"
0.000000, 4.744932, "required"
0.000000, 4.744932, "require"
0.000000, 4.744932, "request"
0.000000, 4.744932, "representations"
0.000000, 4.744932, "reports"
0.000000, 4.744932, "reported"
0.000000, 4.744932, "replace"
0.000000, 4.744932, "renamed"
0.000000, 4.744932, "remove"
0.000000, 4.744932, "reminding"
0.000000, 4.744932, "remembering"
0.000000, 4.744932, "relieved"
0.000000, 4.744932, "regulating"
0.000000, 4.744932, "refused"
0.000000, 4.744932, "refreshments"
0.000000, 4.744932, "reeling"
0.000000, 4.744932, "reedsthe"
0.000000, 4.744932, "reduced"
0.000000, 4.744932, "redistribute"
0.000000, 4.744932, "redhot"
0.000000, 4.744932, "recognised"
0.000000, 4.744932, "receiving"
0.000000, 4.744932, "reasons"
0.000000, 4.744932, "rearing"
0.000000, 4.744932, "realitythe"
0.000000, 4.744932, "readily"
0.000000, 4.744932, "raw"
0.000000, 4.744932, "ravens"
0.000000, 4.744932, "raven"
0.000000, 4.744932, "rattle"
0.000000, 4.744932, "rats"
0.000000, 4.744932, "rathole"
0.000000, 4.744932, "rapped"
0.000000, 4.744932, "raising"
0.000000, 4.744932, "racecourse"
0.000000, 4.744932, "rabbitspat"
0.000000, 4.744932, "rabbitholeand"
0.000000, 4.744932, "quiver"
0.000000, 4.744932, "quicker"
0.000000, 4.744932, "questionshow"
0.000000, 4.744932, "queershaped"
0.000000, 4.744932, "queerlooking"
0.000000, 4.744932, "queerest"
0.000000, 4.744932, "quarrelled"
0.000000, 4.744932, "quarrel"
0.000000, 4.744932, "puzzle"
0.000000, 4.744932, "puss"
0.000000, 4.744932, "push"
0.000000, 4.744932, "purple"
0.000000, 4.744932, "puppys"
0.000000, 4.744932, "punitive"
0.000000, 4.744932, "punished"
0.000000, 4.744932, "punching"
0.000000, 4.744932, "pun"
0.000000, 4.744932, "pulling"
0.000000, 4.744932, "pulled"
0.000000, 4.744932, "puffed"
0.000000, 4.744932, "provoking"
0.000000, 4.744932, "provisions"
0.000000, 4.744932, "provision"
0.000000, 4.744932, "prove"
0.000000, 4.744932, "protection"
0.000000, 4.744932, "prosecute"
0.000000, 4.744932, "proprietary"
0.000000, 4.744932, "proposal"
0.000000, 4.744932, "proofread"
0.000000, 4.744932, "pronounced"
0.000000, 4.744932, "promotion"
0.000000, 4.744932, "promising"
0.000000, 4.744932, "promised"
0.000000, 4.744932, "promise"
0.000000, 4.744932, "prohibition"
0.000000, 4.744932, "profits"
0.000000, 4.744932, "profit"
0.000000, 4.744932, "professor"
0.000000, 4.744932, "production"
0.000000, 4.744932, "producing"
0.000000, 4.744932, "produce"
0.000000, 4.744932, "processions"
0.000000, 4.744932, "processing"
0.000000, 4.744932, "problem"
0.000000, 4.744932, "prize"
0.000000, 4.744932, "prisoners"
0.000000, 4.744932, "prisoner"
0.000000, 4.744932, "prison"
0.000000, 4.744932, "print"
0.000000, 4.744932, "principal"
0.000000, 4.744932, "previous"
0.000000, 4.744932, "pretty"
0.000000, 4.744932, "pretexts"
0.000000, 4.744932, "pretending"
0.000000, 4.744932, "pretend"
0.000000, 4.744932, "pressing"
0.000000, 4.744932, "preserve"
0.000000, 4.744932, "presented"
0.000000, 4.744932, "presentat"
0.000000, 4.744932, "precious"
0.000000, 4.744932, "practice"
0.000000, 4.744932, "practically"
0.000000, 4.744932, "powdered"
0.000000, 4.744932, "poured"
0.000000, 4.744932, "pour"
0.000000, 4.744932, "pounds"
0.000000, 4.744932, "possible"
0.000000, 4.744932, "possibility"
0.000000, 4.744932, "possession"
0.000000, 4.744932, "possessed"
0.000000, 4.744932, "positively"
0.000000, 4.744932, "pope"
0.000000, 4.744932, "pop"
0.000000, 4.744932, "poolshe"
0.000000, 4.744932, "poky"
0.000000, 4.744932, "poker"
0.000000, 4.744932, "pointed"
0.000000, 4.744932, "pleasing"
0.000000, 4.744932, "pleases"
0.000000, 4.744932, "pleasanter"
0.000000, 4.744932, "pleasant"
0.000000, 4.744932, "played"
0.000000, 4.744932, "planning"
0.000000, 4.744932, "plainly"
0.000000, 4.744932, "placesall"
0.000000, 4.744932, "places"
0.000000, 4.744932, "placed"
0.000000, 4.744932, "pitied"
0.000000, 4.744932, "piteous"
0.000000, 4.744932, "pink"
0.000000, 4.744932, "pineapple"
0.000000, 4.744932, "pigbaby"
0.000000, 4.744932, "piecrust"
0.000000, 4.744932, "pictured"
0.000000, 4.744932, "picture"
0.000000, 4.744932, "pglaf"
0.000000, 4.744932, "pg"
0.000000, 4.744932, "pet"
0.000000, 4.744932, "persons"
0.000000, 4.744932, "permanent"
0.000000, 4.744932, "periodic"
0.000000, 4.744932, "performed"
0.000000, 4.744932, "performances"
0.000000, 4.744932, "perform"
0.000000, 4.744932, "pepperbox"
0.000000, 4.744932, "pencils"
0.000000, 4.744932, "pencil"
0.000000, 4.744932, "pence"
0.000000, 4.744932, "pegs"
0.000000, 4.744932, "peering"
0.000000, 4.744932, "peeping"
0.000000, 4.744932, "pay"
0.000000, 4.744932, "paused"
0.000000, 4.744932, "pattern"
0.000000, 4.744932, "patted"
0.000000, 4.744932, "patriotic"
0.000000, 4.744932, "patience"
0.000000, 4.744932, "past"
0.000000, 4.744932, "passionate"
0.000000, 4.744932, "passing"
0.000000, 4.744932, "pass"
0.000000, 4.744932, "parts"
0.000000, 4.744932, "partners"
0.000000, 4.744932, "partner"
0.000000, 4.744932, "particularly"
0.000000, 4.744932, "particularhere"
0.000000, 4.744932, "pardoned"
0.000000, 4.744932, "paperwork"
0.000000, 4.744932, "panted"
0.000000, 4.744932, "pairs"
0.000000, 4.744932, "paint"
0.000000, 4.744932, "pages"
0.000000, 4.744932, "pace"
0.000000, 4.744932, "oyster"
0.000000, 4.744932, "owed"
0.000000, 4.744932, "overhead"
0.000000, 4.744932, "overcome"
0.000000, 4.744932, "outdated"
0.000000, 4.744932, "ourselves"
0.000000, 4.744932, "ours"
0.000000, 4.744932, "ou"
0.000000, 4.744932, "otherbill"
0.000000, 4.744932, "originator"
0.000000, 4.744932, "original"
0.000000, 4.744932, "organized"
0.000000, 4.744932, "orange"
0.000000, 4.744932, "opposite"
0.000000, 4.744932, "opportunities"
0.000000, 4.744932, "opinion"
0.000000, 4.744932, "onions"
0.000000, 4.744932, "onethe"
0.000000, 4.744932, "oneself"
0.000000, 4.744932, "onebut"
0.000000, 4.744932, "oldest"
0.000000, 4.744932, "ointmentone"
0.000000, 4.744932, "officer"
0.000000, 4.744932, "offers"
0.000000, 4.744932, "offend"
0.000000, 4.744932, "odd"
0.000000, 4.744932, "occur"
0.000000, 4.744932, "occasionally"
0.000000, 4.744932, "occasional"
0.000000, 4.744932, "obstacle"
0.000000, 4.744932, "obsolete"
0.000000, 4.744932, "oblong"
0.000000, 4.744932, "nurseand"
0.000000, 4.744932, "numerous"
0.000000, 4.744932, "nowdont"
0.000000, 4.744932, "nowbut"
0.000000, 4.744932, "notifies"
0.000000, 4.744932, "noticing"
0.000000, 4.744932, "north"
0.000000, 4.744932, "normans"
0.000000, 4.744932, "nonproprietary"
0.000000, 4.744932, "non"
0.000000, 4.744932, "noises"
0.000000, 4.744932, "nodded"
0.000000, 4.744932, "nile"
0.000000, 4.744932, "nightair"
0.000000, 4.744932, "newspapers"
0.000000, 4.744932, "newsletter"
0.000000, 4.744932, "newby"
0.000000, 4.744932, "nevertheless"
0.000000, 4.744932, "neverending"
0.000000, 4.744932, "network"
0.000000, 4.744932, "nest"
0.000000, 4.744932, "neighbouring"
0.000000, 4.744932, "neighbour"
0.000000, 4.744932, "negligence"
0.000000, 4.744932, "needs"
0.000000, 4.744932, "need"
0.000000, 4.744932, "necessarily"
0.000000, 4.744932, "neat"
0.000000, 4.744932, "nasty"
0.000000, 4.744932, "named"
0.000000, 4.744932, "mustardmine"
0.000000, 4.744932, "muscular"
0.000000, 4.744932, "murdering"
0.000000, 4.744932, "murder"
0.000000, 4.744932, "multiplication"
0.000000, 4.744932, "muddle"
0.000000, 4.744932, "muchnessyou"
0.000000, 4.744932, "muchnessdid"
0.000000, 4.744932, "muchness"
0.000000, 4.744932, "mouthsand"
0.000000, 4.744932, "mousetraps"
0.000000, 4.744932, "mouseto"
0.000000, 4.744932, "mouses"
0.000000, 4.744932, "mouseof"
0.000000, 4.744932, "mouseo"
0.000000, 4.744932, "mousea"
0.000000, 4.744932, "mournfully"
0.000000, 4.744932, "mournful"
0.000000, 4.744932, "morsel"
0.000000, 4.744932, "moreas"
0.000000, 4.744932, "morals"
0.000000, 4.744932, "moon"
0.000000, 4.744932, "modified"
0.000000, 4.744932, "modification"
0.000000, 4.744932, "modern"
0.000000, 4.744932, "moderate"
0.000000, 4.744932, "mississippi"
0.000000, 4.744932, "mischief"
0.000000, 4.744932, "mineral"
0.000000, 4.744932, "minea"
0.000000, 4.744932, "minding"
0.000000, 4.744932, "minded"
0.000000, 4.744932, "millennium"
0.000000, 4.744932, "milkjug"
0.000000, 4.744932, "milk"
0.000000, 4.744932, "middleaged"
0.000000, 4.744932, "miceoh"
0.000000, 4.744932, "methods"
0.000000, 4.744932, "method"
0.000000, 4.744932, "merrily"
0.000000, 4.744932, "merchantibility"
0.000000, 4.744932, "memory"
0.000000, 4.744932, "memorandum"
0.000000, 4.744932, "melan"
0.000000, 4.744932, "meeting"
0.000000, 4.744932, "meat"
0.000000, 4.744932, "measure"
0.000000, 4.744932, "meanwhile"
0.000000, 4.744932, "meanstomakeanythingprettier"
0.000000, 4.744932, "meal"
0.000000, 4.744932, "maynt"
0.000000, 4.744932, "maybe"
0.000000, 4.744932, "maximum"
0.000000, 4.744932, "marmalade"
0.000000, 4.744932, "marchjust"
0.000000, 4.744932, "marched"
0.000000, 4.744932, "maps"
0.000000, 4.744932, "manners"
0.000000, 4.744932, "managing"
0.000000, 4.744932, "mallets"
0.000000, 4.744932, "maintaining"
0.000000, 4.744932, "main"
0.000000, 4.744932, "magpie"
0.000000, 4.744932, "magic"
0.000000, 4.744932, "madat"
0.000000, 4.744932, "machines"
0.000000, 4.744932, "machine"
0.000000, 4.744932, "maam"
0.000000, 4.744932, "lullaby"
0.000000, 4.744932, "lowspirited"
0.000000, 4.744932, "lowing"
0.000000, 4.744932, "lower"
0.000000, 4.744932, "loving"
0.000000, 4.744932, "loveliest"
0.000000, 4.744932, "louder"
0.000000, 4.744932, "lot"
0.000000, 4.744932, "losing"
0.000000, 4.744932, "lose"
0.000000, 4.744932, "lookout"
0.000000, 4.744932, "lookingglass"
0.000000, 4.744932, "london"
0.000000, 4.744932, "lodging"
0.000000, 4.744932, "locked"
0.000000, 4.744932, "lock"
0.000000, 4.744932, "lizards"
0.000000, 4.744932, "lit"
0.000000, 4.744932, "listeners"
0.000000, 4.744932, "listened"
0.000000, 4.744932, "lips"
0.000000, 4.744932, "lines"
0.000000, 4.744932, "limbs"
0.000000, 4.744932, "likes"
0.000000, 4.744932, "lifted"
0.000000, 4.744932, "licking"
0.000000, 4.744932, "licensed"
0.000000, 4.744932, "library"
0.000000, 4.744932, "liable"
0.000000, 4.744932, "letters"
0.000000, 4.744932, "lest"
0.000000, 4.744932, "lessonbooks"
0.000000, 4.744932, "lessonbook"
0.000000, 4.744932, "lesson"
0.000000, 4.744932, "lessen"
0.000000, 4.744932, "length"
0.000000, 4.744932, "legally"
0.000000, 4.744932, "ledge"
0.000000, 4.744932, "leaving"
0.000000, 4.744932, "leastat"
0.000000, 4.744932, "learned"
0.000000, 4.744932, "leap"
0.000000, 4.744932, "leant"
0.000000, 4.744932, "leading"
0.000000, 4.744932, "leaders"
0.000000, 4.744932, "lazy"
0.000000, 4.744932, "lazily"
0.000000, 4.744932, "laughter"
0.000000, 4.744932, "laugh"
0.000000, 4.744932, "latin"
0.000000, 4.744932, "lately"
0.000000, 4.744932, "lastly"
0.000000, 4.744932, "lark"
0.000000, 4.744932, "largest"
0.000000, 4.744932, "languid"
0.000000, 4.744932, "land"
0.000000, 4.744932, "lamps"
0.000000, 4.744932, "lake"
0.000000, 4.744932, "ladhere"
0.000000, 4.744932, "ladderwhy"
0.000000, 4.744932, "lacie"
0.000000, 4.744932, "labelled"
0.000000, 4.744932, "knuckles"
0.000000, 4.744932, "knowno"
0.000000, 4.744932, "known"
0.000000, 4.744932, "knowand"
0.000000, 4.744932, "knocked"
0.000000, 4.744932, "knock"
0.000000, 4.744932, "knelt"
0.000000, 4.744932, "kneel"
0.000000, 4.744932, "kissed"
0.000000, 4.744932, "kiss"
0.000000, 4.744932, "kills"
0.000000, 4.744932, "killing"
0.000000, 4.744932, "kill"
0.000000, 4.744932, "kettle"
0.000000, 4.744932, "justice"
0.000000, 4.744932, "juror"
0.000000, 4.744932, "judging"
0.000000, 4.744932, "joys"
0.000000, 4.744932, "journey"
0.000000, 4.744932, "jogged"
0.000000, 4.744932, "jellyfish"
0.000000, 4.744932, "jaw"
0.000000, 4.744932, "jackinthebox"
0.000000, 4.744932, "ix"
0.000000, 4.744932, "iv"
0.000000, 4.744932, "itthat"
0.000000, 4.744932, "itsits"
0.000000, 4.744932, "itonce"
0.000000, 4.744932, "isthe"
0.000000, 4.744932, "istake"
0.000000, 4.744932, "isbirds"
0.000000, 4.744932, "isbe"
0.000000, 4.744932, "irs"
0.000000, 4.744932, "irritated"
0.000000, 4.744932, "inwards"
0.000000, 4.744932, "involved"
0.000000, 4.744932, "invented"
0.000000, 4.744932, "invent"
0.000000, 4.744932, "invalidity"
0.000000, 4.744932, "introduced"
0.000000, 4.744932, "interrupt"
0.000000, 4.744932, "interpreted"
0.000000, 4.744932, "international"
0.000000, 4.744932, "internal"
0.000000, 4.744932, "interest"
0.000000, 4.744932, "insult"
0.000000, 4.744932, "insolence"
0.000000, 4.744932, "inquisitively"
0.000000, 4.744932, "inquired"
0.000000, 4.744932, "inkstand"
0.000000, 4.744932, "ink"
0.000000, 4.744932, "injure"
0.000000, 4.744932, "infringement"
0.000000, 4.744932, "indirectly"
0.000000, 4.744932, "indirect"
0.000000, 4.744932, "indignant"
0.000000, 4.744932, "indicating"
0.000000, 4.744932, "indicate"
0.000000, 4.744932, "indemnity"
0.000000, 4.744932, "indemnify"
0.000000, 4.744932, "increasing"
0.000000, 4.744932, "incomplete"
0.000000, 4.744932, "includes"
0.000000, 4.744932, "include"
0.000000, 4.744932, "inclined"
0.000000, 4.744932, "incidental"
0.000000, 4.744932, "incessantly"
0.000000, 4.744932, "inaccurate"
0.000000, 4.744932, "improve"
0.000000, 4.744932, "imposed"
0.000000, 4.744932, "importantunimportantunimportantimportant"
0.000000, 4.744932, "impertinent"
